@timestamp,event.action,message,process.name,process.parent.name,process.args,dll.pe.original_file_name,dll.name,file.name,registry.path,registry.value,dns.question.name,destination.address,domain.abused,domain.spamhaus.score,ipgeolocation.country.name,ipgeolocation.city.name,ipgeolocation.latitude,ipgeolocation.longitude,ipgeolocation.isp,kibana.alert.rule.threat.tactic.name,kibana.alert.rule.threat.technique.subtechnique.name
"Sep 12, 2024 @ 19:47:20.671",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,m4.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.596",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,lzmainfo.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.588",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,lzmadec.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.572",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,lsattr.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.561",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,ls.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.549",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,lookbib.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.546",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,look.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.543",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,logname.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.540",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,login.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.537",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,logger.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.529",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,locate.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.508",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,locale.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.495",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,ln.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.492",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,lkbib.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.469",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,link.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.453",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,lexgrog.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.409",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,lesskey.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.405",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,lessecho.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.402",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,less.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.384",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,ldh.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.376",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,ldd.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.351",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,lastlog.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.342",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,kill.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.329",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,join.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.326",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,isosize.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.312",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,ipcs.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.309",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,ipcrm.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.284",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,ipcmk.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.229",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,install.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.192",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,install-info.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:20.169",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,infocmp.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:18.078",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,info.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:18.029",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,indxbib.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.998",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,id.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.981",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-windres.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.974",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-windmc.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.954",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-strip.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.943",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-strings.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.916",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-size.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.881",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-readelf.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.846",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-ranlib.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.833",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-objdump.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.719",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-objcopy.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.705",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-nm.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.687",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-lto-dump.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.656",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-ld.bfd.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.641",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-gprof.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.606",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-gcov.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.545",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-gcov-tool.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.469",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-gcov-dump.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.450",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-gcc-ranlib.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.438",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-gcc-nm.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.417",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-gcc-ar.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.372",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-gcc-11.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.343",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-elfedit.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.329",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-dllwrap.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.324",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-dlltool.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.306",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-cpp.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.279",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-c++filt.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.258",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-as.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.181",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-ar.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.157",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,i686-w64-mingw32-addr2line.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.090",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,hpftodit.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.087",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,hostname.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.071",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,hostid.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.067",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,hexdump.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:17.010",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,head.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.994",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,hardlink.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.963",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,gzip.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.918",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,groups.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.907",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,grotty.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.869",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,grops.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.851",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,grolj4.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.841",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,grolbp.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.837",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,groff.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.833",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,grodvi.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.816",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,grn.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.804",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,grep.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.790",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,gmondump.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.770",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,gkill.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.756",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,getopt.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.753",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,getfacl.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.729",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,getent.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.518",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,getconf.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.481",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,gencat.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.388",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,gawk-5.3.0.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.343",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,fold.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.330",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,fmt.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.327",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,flock.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.314",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,find.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.285",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,file.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.270",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,false.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.267",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,fallocate.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.247",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,factor.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.214",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,expr.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.210",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,expand.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.206",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,eqn.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.068",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,env.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.056",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,editrights.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.020",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,echo.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:16.004",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,dumper.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:15.976",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,du.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:15.957",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,dirname.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:15.954",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,dircolors.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:15.945",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,dir.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:15.929",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,diff3.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.821",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,diff.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.811",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,df.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.798",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,dd.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.782",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,date.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.777",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cygwin-console-helper.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.732",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cygstart.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.618",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cygpath.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
